Time(s),Computational_Time(ms)
45.0,4.839567846346505
45.101010101010104,2.6651103268661185
45.2020202020202,4.839266554050301
45.303030303030305,4.374650433436784
45.4040404040404,5.04940934812933
45.505050505050505,5.857527217729585
45.60606060606061,5.62541050203223
45.707070707070706,5.401123232211518
45.80808080808081,5.649651354035418
45.90909090909091,5.297024306027492
46.01010101010101,5.646876265288481
46.111111111111114,1.935387093273754
46.21212121212121,5.142011569783299
46.313131313131315,5.31355355826396
46.41414141414141,5.064093386611362
46.515151515151516,5.197603917771599
46.61616161616162,6.19502495887745
46.717171717171716,4.786015284146876
46.81818181818182,7.262241985473662
46.91919191919192,6.178770559431707
47.02020202020202,5.42674013596475
47.121212121212125,5.209820775407145
47.22222222222222,5.339893340725251
47.323232323232325,4.442588964115133
47.42424242424242,5.330495449921644
47.525252525252526,5.7352924503528895
47.62626262626263,6.061023923936499
47.72727272727273,6.061184336897068
47.82828282828283,5.135965852343885
47.92929292929293,3.9004123074760257
48.03030303030303,4.709148304083802
48.13131313131313,7.179049572515795
48.23232323232323,6.403708567612606
48.333333333333336,5.83374663875219
48.43434343434343,4.609334764511757
48.535353535353536,5.437515354740376
48.63636363636363,4.074088029407137
48.73737373737374,4.836000706337333
48.83838383838384,5.168093365348503
48.93939393939394,5.042030406618648
49.04040404040404,6.469257615045822
49.14141414141414,3.8975500818495314
49.24242424242424,4.496587150134426
49.343434343434346,3.945228851762339
49.44444444444444,4.093917729934683
49.54545454545455,5.567881026815259
49.64646464646464,3.7008122481254713
49.74747474747475,6.249763545683557
49.84848484848485,5.166347622375419
49.94949494949495,5.508044229646435
50.05050505050505,5.782814533685495
50.15151515151515,4.963507699070843
50.25252525252525,6.551408578295675
50.35353535353536,5.2231588700533145
50.45454545454545,6.076753715574713
50.55555555555556,5.217994883798756
50.656565656565654,5.748491198506631
50.75757575757576,5.736352555070486
50.858585858585855,5.704204984626092
50.95959595959596,4.378710308428427
51.06060606060606,5.905480537923776
51.16161616161616,5.0882421519472585
51.26262626262626,6.1161823220925005
51.36363636363636,3.103118488171007
51.464646464646464,3.847324465689819
51.56565656565657,5.827062178542313
51.666666666666664,7.450513535934366
51.76767676767677,6.337665875751022
51.868686868686865,4.694696427799061
51.96969696969697,3.60162637431701
52.07070707070707,6.2376564726008885
52.17171717171717,5.346323415854787
52.27272727272727,6.073109391859891
52.37373737373737,5.558399855195768
52.474747474747474,5.46566248460743
52.57575757575758,7.435208805032009
52.676767676767675,5.426932083232488
52.77777777777778,5.261158066783924
52.878787878787875,5.302079420452922
52.97979797979798,4.801788355673728
53.08080808080808,6.505560743481818
53.18181818181818,5.050567944726466
53.282828282828284,6.1220879612721175
53.38383838383838,5.741701357834385
53.484848484848484,6.753334077810012
53.58585858585859,5.888486686793855
53.686868686868685,4.119867746305083
53.78787878787879,3.9974139771176604
53.888888888888886,6.958374581582116
53.98989898989899,4.774533007249635
54.09090909090909,4.003785740385562
54.19191919191919,4.70858967244473
54.292929292929294,6.802746731689751
54.39393939393939,3.8959400525302854
54.494949494949495,4.49543634020897
54.5959595959596,4.7116331698316225
54.696969696969695,4.078937126373167
54.7979797979798,4.151327506170424
54.898989898989896,3.7899516313647688
55.0,4.934252860026212
