Time(s),Computational_Time(ms)
45.0,2.5066519853246247
45.101010101010104,3.7766975646764784
45.2020202020202,3.3411291456021996
45.303030303030305,2.2501619531365495
45.4040404040404,2.8158017983252455
45.505050505050505,4.1755141991963
45.60606060606061,1.9491367847838725
45.707070707070706,2.9070703004417777
45.80808080808081,3.9404644853806206
45.90909090909091,2.640115129177856
46.01010101010101,2.7546548333693313
46.111111111111114,3.1108431094989473
46.21212121212121,4.0779293653326025
46.313131313131315,2.7790342299664226
46.41414141414141,2.897882130969281
46.515151515151516,2.9037542136924603
46.61616161616162,4.513603576865108
46.717171717171716,4.276874659026298
46.81818181818182,3.780787884827954
46.91919191919192,3.404057732122706
47.02020202020202,3.618182791850092
47.121212121212125,4.077528410458798
47.22222222222222,2.5979870157822926
47.323232323232325,3.885523734277155
47.42424242424242,2.4040654718645658
47.525252525252526,2.7797357167226138
47.62626262626263,3.721675697481564
47.72727272727273,2.297485269691686
47.82828282828283,3.0831860696779563
47.92929292929293,2.643154924268818
48.03030303030303,3.012731782569776
48.13131313131313,1.9491367847838725
48.23232323232323,2.0884390924900265
48.333333333333336,2.7418560149955984
48.43434343434343,3.734088042567373
48.535353535353536,3.0627194049427864
48.63636363636363,3.170324902500895
48.73737373737374,3.5882172584833203
48.83838383838384,2.6323131057333686
48.93939393939394,3.341524751822604
49.04040404040404,2.6775364093310987
49.14141414141414,2.1151838956635265
49.24242424242424,2.9302477312055344
49.343434343434346,3.518454280219905
49.44444444444444,3.375036370287095
49.54545454545455,3.161376306995267
49.64646464646464,4.415447344000303
49.74747474747475,3.4203531354159122
49.84848484848485,3.765350896610717
49.94949494949495,4.238792233407599
50.05050505050505,2.379551630297105
50.15151515151515,2.5352130310844387
50.25252525252525,4.231777126302596
50.35353535353536,2.681989718858775
50.45454545454545,3.1866883227742924
50.55555555555556,3.820579895624372
50.656565656565654,3.711676912727368
50.75757575757576,4.235914632180793
50.858585858585855,4.080523453139234
50.95959595959596,3.820626661814179
51.06060606060606,2.6974487359146124
51.16161616161616,3.6532384600401633
51.26262626262626,3.3602096179087284
51.36363636363636,2.3599305499387193
51.464646464646464,4.032754379687388
51.56565656565657,3.660783133830865
51.666666666666664,3.19632617741183
51.76767676767677,3.0264672789070537
51.868686868686865,2.4379537767991373
51.96969696969697,3.290244776139075
52.07070707070707,3.4542093907437397
52.17171717171717,2.6618124995583354
52.27272727272727,3.8772162141132513
52.37373737373737,2.4995959606972566
52.474747474747474,1.9491367847838725
52.57575757575758,3.8025387739421577
52.676767676767675,2.922646732372679
52.77777777777778,3.09174610145928
52.878787878787875,2.657933579316682
52.97979797979798,2.189391709404204
53.08080808080808,3.933941092898396
53.18181818181818,2.7485680365781207
53.282828282828284,4.181316326189577
53.38383838383838,3.6608268217257334
53.484848484848484,2.9766733068765094
53.58585858585859,2.506486263002567
53.686868686868685,2.721988229962828
53.78787878787879,2.429282255611559
53.888888888888886,4.441157878806335
53.98989898989899,3.2688538388388966
54.09090909090909,3.8699004073822145
54.19191919191919,2.395851614475509
54.292929292929294,3.2789715780883073
54.39393939393939,3.886763243522477
54.494949494949495,2.9643247518241065
54.5959595959596,3.797287424479014
54.696969696969695,2.507299936308624
54.7979797979798,2.337245016241356
54.898989898989896,3.3999202582880494
55.0,2.9373957733089364
